sofifa_id,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur
225402,Bruno Gaspar,Bruno Miguel Boialvo Gaspar,26,1993-04-21,176,68,Angola,Sporting CP,72,74,3300000,9000
229282,Thiago Santana,Thiago Santos Santana,26,1993-02-04,184,79,Brazil,Santa Clara,72,74,3800000,5000
230117,Jhonatan,Jhonatan Luiz da Siqueira,28,1991-05-08,189,79,Brazil,Vitória Guimarães,72,74,2700000,6000
235544,S. Memišević,Samir Memišević,25,1993-08-13,185,77,Bosnia Herzegovina,FC Groningen,72,74,3400000,7000
240034,L. Štetina,Lukáš Štetina,27,1991-07-28,188,87,Slovakia,Sparta Praha,72,74,3300000,1000
184436,A. Smithies,Alex Smithies,29,1990-03-05,188,88,England,Cardiff City,72,73,2500000,16000
186156,L. Ayling,Luke Ayling,27,1991-08-25,185,72,England,Leeds United,72,73,3100000,37000
188485,D. Polenta,Diego Fabián Polenta Musetti,27,1992-02-06,185,87,Uruguay,LA Galaxy,72,73,3100000,6000
189300,M. Johansson,Mattias Johansson,27,1992-02-16,171,64,Sweden,Panathinaikos FC,72,73,3100000,1000
190780,S. Johnson,Sean  Johnson,30,1989-05-31,190,98,United States,New York City FC,72,73,2400000,5000
192495,R. Sawyers,Romaine Sawyers,27,1991-11-02,185,67,St Kitts Nevis,West Bromwich Albion,72,73,3500000,30000
192567,M. Zimmermann,Matthias Zimmermann,27,1992-06-16,177,76,Germany,Fortuna Düsseldorf,72,73,3100000,19000
193910,A. Forshaw,Adam Forshaw,27,1991-10-08,174,71,England,Leeds United,72,73,3500000,41000
194015,J. Börner,Julian Börner,28,1991-01-21,188,86,Germany,Sheffield Wednesday,72,73,3000000,20000
199151,J. Iturbe,Juan Manuel Iturbe Arévalo,26,1993-06-04,169,62,Paraguay,U.N.A.M.,72,73,3700000,17000
199244,L. Hejda,Lukáš Hejda,29,1990-03-09,189,85,Czech Republic,Viktoria Plzeň,72,73,2900000,1000
199504,T. Xhaka,Taulant Xhaka,28,1991-03-28,172,72,Albania,FC Basel 1893,72,73,3100000,18000
199651,Fernando Canesín,Fernando Canesín Matos,27,1992-02-27,176,70,Brazil,KV Oostende,72,73,3600000,12000
199809,T. Sušić,Tino-Sven Sušić,27,1992-02-13,186,80,Bosnia Herzegovina,VVV-Venlo,72,73,3500000,7000
200519,Pulido,Jorge Pulido Mayoral,28,1991-04-08,186,72,Spain,SD Huesca,72,73,3000000,7000
200918,C. Knasmüllner,Christoph Knasmüllner,27,1992-04-30,181,70,Austria,SK Rapid Wien,72,73,3600000,14000
201290,R. Žulj,Robert Žulj,27,1992-02-05,189,89,Austria,TSG 1899 Hoffenheim,72,73,3600000,23000
201363,R. Matos,Ryder Matos Santos,26,1993-02-27,180,70,Brazil,Udinese,72,73,3700000,14000
201368,K. McLean,Kenny McLean,27,1992-01-08,183,70,Scotland,Norwich City,72,73,3500000,31000
201751,I. Kovács,István Kovács,27,1992-03-27,171,66,Hungary,Hungary,72,73,0,0
203581,I. Balliu,Iván Balliu Campeny,27,1992-01-01,172,63,Albania,UD Almería,72,73,3100000,6000
203725,V. Misidjan,Virgil  Misidjan,25,1993-07-24,173,70,Netherlands,1. FC Nürnberg,72,73,3700000,12000
203782,A. Benali,Ahmad Benali,27,1992-02-07,173,66,Libya,Crotone,72,73,3500000,3000
203783,T. Smith,Tommy Smith,27,1992-04-14,186,84,England,Stoke City,72,73,3100000,22000
204250,M. Trotta,Marcello Trotta,26,1992-09-29,188,85,Italy,Frosinone,72,73,3700000,4000
204684,M. Seuntjens,Mats Seuntjens,27,1992-04-17,187,81,Netherlands,Gençlerbirliği SK,72,73,3600000,14000
205243,M. Wagué,Molla Wagué,28,1991-02-21,191,85,Mali,FC Nantes,72,73,3000000,17000
205401,Vako,Valeri  Qazaishvili,26,1993-01-29,175,80,Georgia,San Jose Earthquakes,72,73,3700000,7000
206577,S. Peeters,Stef Peeters,27,1992-02-09,188,74,Belgium,KSV Cercle Brugge,72,73,3500000,11000
207676,Rafael Silva,Rafael da Silva,27,1992-04-04,179,73,Brazil,Wuhan Zall,72,73,3600000,10000
208045,O. Tannane,Oussama Tannane,25,1994-03-23,177,80,Morocco,Vitesse,72,73,3700000,13000
208052,A. Yiadom,Andy Yiadom,27,1991-12-02,180,75,Ghana,Reading,72,73,3100000,15000
209430,R. Ripart,Renaud Ripart,26,1993-03-14,181,73,France,Nîmes Olympique,72,73,3700000,18000
209485,A. Mühling,Alexander Mühling,26,1992-09-05,186,84,Germany,Holstein Kiel,72,73,3600000,12000
210377,João Teixeira,João Carlos Vilaça Teixeira,26,1993-01-18,177,69,Portugal,Vitória Guimarães,72,73,3700000,8000
210603,Y. Al Shahrani,Yasser Al Shahrani,27,1992-05-25,170,61,Saudi Arabia,Al Hilal,72,73,3100000,24000
210879,A. Struna,Aljaž Struna,28,1990-08-04,188,84,Slovenia,Houston Dynamo,72,73,3000000,6000
210923,M. Al Owais,Mohammed Khalil Al Owais,27,1991-10-10,187,79,Saudi Arabia,Al Ahli,72,73,2500000,19000
211556,Carlos Hernández,Carlos Hernández Alarcón,28,1990-09-15,185,81,Spain,Real Oviedo,72,73,3000000,8000
211891,A. Voglsammer,Andreas Voglsammer,27,1992-01-09,178,81,Germany,DSC Arminia Bielefeld,72,73,3600000,14000
212478,G. Zardes,Gyasi Zardes,27,1991-09-02,186,84,United States,Columbus Crew SC,72,73,3600000,7000
213030,J. Marié,Jordan Marié,27,1991-09-29,177,73,France,Dijon FCO,72,73,3500000,11000
214129,S. Barreiro,Jaine Stiven Barreiro Solis,25,1994-06-19,189,78,Colombia,Pachuca,72,73,3300000,14000
214168,J. Rojas,Jorge Luis Rojas Meza,26,1993-01-07,168,70,Paraguay,Club Tijuana,72,73,3700000,16000
214671,R. Gómez,Rodrigo Gómez,26,1993-01-02,166,64,Argentina,Club Atlético Huracán,72,73,3700000,12000
215139,E. Olivera,Emanuel Olivera,29,1990-04-02,180,73,Argentina,Club Atlético Colón,72,73,2900000,10000
215181,G. Peruzzi,Gino Peruzzi,27,1992-06-09,178,71,Argentina,San Lorenzo de Almagro,72,73,3100000,14000
215927,R. Emond,Renaud Emond,27,1991-12-05,186,73,Belgium,Standard de Liège,72,73,3600000,13000
216283,Danilo,Danilo Teodoro Soares,27,1991-10-29,170,72,Brazil,VfL Bochum 1848,72,73,3100000,13000
218216,F. Ben Mustapha,Farouk Ben Mustapha,30,1989-07-01,194,82,Tunisia,Al Shabab,72,73,2400000,17000
219496,Simy,Simeon Tochukwu Nwankwo,27,1992-05-07,198,84,Nigeria,Crotone,72,73,3600000,4000
219652,Rober Ibáñez,Roberto Ibáñez Castro,26,1993-03-22,178,71,Spain,CA Osasuna,72,73,3700000,21000
223489,A. Pešić,Aleksandar Pešić,27,1992-05-21,190,87,Serbia,FC Seoul,72,73,3600000,8000
223685,O. Rivero,Octavio Rivero,27,1992-01-24,187,82,Uruguay,Santos Laguna,72,73,3600000,17000
224508,L. Mancuso,Leonardo Mancuso,27,1992-05-26,182,77,Italy,Empoli,72,73,3600000,5000
224975,Tiago,Tiago Pagnussat,29,1990-06-17,191,89,Brazil,Club Atlético Lanús,72,73,2900000,13000
225060,M. Hawsawi,Motaz Hawsawi,27,1992-02-17,180,77,Saudi Arabia,Al Ahli,72,73,3100000,24000
227591,A. Canelo,Alexis Pedro Canelo,27,1992-02-03,180,83,Argentina,Deportivo Toluca,72,73,3600000,19000
228124,M. Jonjić,Matej Jonjić,28,1991-01-29,187,83,Croatia,Cerezo Osaka,72,73,3000000,7000
228312,R. Lod,Robin Lod,26,1993-04-17,181,82,Finland,Minnesota United FC,72,73,3700000,7000
230560,A. Issoko,Arnold Issoko,27,1992-04-06,183,75,DR Congo,Stade Malherbe Caen,72,73,3100000,7000
232183,C. Fai,Ngoran Suiru Fai Collins,26,1992-08-13,167,70,Cameroon,Standard de Liège,72,73,3200000,11000
234949,João Amaral,João Pedro Reis Amaral,27,1991-09-07,172,67,Portugal,Lech Poznań,72,73,3600000,8000
239593,K. Rezaei,Kaveh Rezaei,27,1992-04-05,185,79,Iran,Club Brugge KV,72,73,3600000,17000
243867,O. Kanté,Ousmane Kanté,29,1989-09-21,185,83,Guinea,Paris FC,72,73,2900000,7000
245062,J. González,Julio González,27,1992-06-28,177,73,Paraguay,Defensa y Justicia,72,73,3100000,9000
248020,B. Planić,Bogdan Planić,27,1992-01-19,191,85,Serbia,FCSB (Steaua),72,73,3100000,11000
46175,M. Rosenberg,Markus Rosenberg,36,1982-09-27,184,81,Sweden,Malmö FF,72,72,1100000,6000
48745,F. Coloccini,Fabricio Coloccini,37,1982-01-22,184,83,Argentina,San Lorenzo de Almagro,72,72,625000,10000
53110,C. Gordon,Craig  Gordon,36,1982-12-31,193,83,Scotland,Celtic,72,72,525000,17000
53739,L. Grant,Lee Grant,36,1983-01-27,193,83,England,Manchester United,72,72,525000,30000
54033,T. Huddlestone,Tom Huddlestone,32,1986-12-28,188,80,England,Derby County,72,72,2000000,19000
102064,C. Terzi,Claudio Terzi,35,1984-06-19,180,69,Italy,Spezia,72,72,950000,3000
121937,M. Rensing,Michael Rensing,35,1984-05-14,190,91,Germany,Fortuna Düsseldorf,72,72,850000,10000
137361,G. Pazzini,Giampaolo Pazzini,34,1984-08-02,180,78,Italy,Hellas Verona,72,72,1600000,14000
137460,A. Rosina,Alessandro Rosina,35,1984-01-31,170,69,Italy,US Salernitana 1919,72,72,1400000,3000
137774,D. Maietta,Domenico Maietta,36,1982-08-03,184,75,Italy,Empoli,72,72,625000,3000
140196,Y. Endo,远藤 保仁,39,1980-01-28,178,75,Japan,Gamba Osaka,72,72,775000,7000
142258,S. Bossut,Sammy Bossut,33,1985-08-11,187,80,Belgium,SV Zulte-Waregem,72,72,1700000,9000
142499,Aitor Sanz,Aitor Sanz Martín,34,1984-09-13,181,71,Spain,CD Tenerife,72,72,1200000,7000
142592,I. Damonte,Israel Alejandro Damonte,37,1982-01-06,176,72,Argentina,Club Atlético Banfield,72,72,975000,8000
142762,J. Bottinelli,Jonathan Pablo Bottinelli,34,1984-09-14,180,79,Argentina,Unión de Santa Fe,72,72,1200000,10000
143598,L. Pocrnjic,Luciano Darío Pocrnjic,37,1981-08-04,192,86,Argentina,Club Atlético Aldosivi,72,72,325000,5000
149258,A. Cordaz,Alex Cordaz,36,1983-01-01,188,83,Italy,Crotone,72,72,525000,2000
150590,C. Jallet,Christophe Jallet,35,1983-10-31,178,70,France,Amiens SC,72,72,875000,9000
152922,E. Barreto,Édgar Osvaldo Barreto Cáceres,34,1984-07-15,180,79,Paraguay,Sampdoria,72,72,1500000,23000
155463,V. Găman,Marius Valerică Găman,30,1989-02-25,191,82,Romania,Al Shabab,72,72,2500000,21000
156483,C. Lucchetti,Cristian David Lucchetti,41,1978-06-26,182,69,Argentina,Atlético Tucumán,72,72,325000,5000
157219,G. Fernández,Gastón Nicolás Fernández,35,1983-10-12,171,70,Argentina,Estudiantes de La Plata,72,72,1400000,9000
157804,S. Carson,Scott  Carson,33,1985-09-03,190,86,England,Manchester City,72,72,1700000,49000
158375,N. Asare,Nana Kwesi Asare,32,1986-07-11,173,66,Ghana,KAA Gent,72,72,1900000,14000
158394,K. Reichel,Ken Reichel,32,1986-12-19,185,84,Germany,1. FC Union Berlin,72,72,1900000,24000
158851,J. Beausejour,Jean André Emanuel Beausejour Coliqueo,35,1984-06-01,178,83,Chile,Universidad de Chile,72,72,875000,6000
158956,J. Barroso,Julio Alberto Barroso,34,1985-01-16,175,71,Argentina,Colo-Colo,72,72,1200000,6000
159043,J. Pitroipa,Jonathan Pitroipa,33,1986-04-12,176,60,Burkina Faso,Paris FC,72,72,1900000,7000
163056,N. Champagne,Nereo Champagne,34,1985-01-20,190,82,Argentina,Real Oviedo,72,72,1400000,6000
163261,P. Bardsley,Phil Bardsley,34,1985-06-28,180,79,Scotland,Burnley,72,72,1100000,22000
163419,B. Sagna,Bacary Sagna,36,1983-02-14,176,73,France,Montreal Impact,72,72,575000,4000
163492,N. Lombaerts,Nicolas Lombaerts,34,1985-03-20,187,80,Belgium,KV Oostende,72,72,1200000,11000
163873,Eduardo,Eduardo dos Reis Carvalho,36,1982-09-19,188,84,Portugal,SC Braga,72,72,525000,5000
164505,B. Guzan,Bradley Guzan,34,1984-09-09,193,95,United States,Atlanta United,72,72,1400000,5000
164985,C. Théréau,Cyril Théréau,36,1983-04-24,189,79,France,Fiorentina,72,72,1000000,27000
165321,S. Ward,Stephen Ward,33,1985-08-20,186,80,Republic of Ireland,Stoke City,72,72,1400000,22000
165493,N. Navarro,Nicolás Gastón Navarro,34,1985-03-25,191,87,Argentina,San Lorenzo de Almagro,72,72,1400000,11000
167599,R. Elm,Rasmus Elm,31,1988-03-17,184,75,Sweden,Kalmar FF,72,72,2700000,4000
167601,K. Nababkin,Kirill Nababkin,32,1986-09-08,184,77,Russia,PFC CSKA Moscow,72,72,1900000,1000
167812,S. Kaya,Semih Kaya,28,1991-02-24,183,80,Turkey,Sparta Praha,72,72,2700000,1000
167933,Y. Cahuzac,Yannick Cahuzac,34,1985-01-18,178,72,France,Racing Club de Lens,72,72,1200000,8000
167936,J. Sorbon,Jérémy Sorbon,35,1983-08-05,183,79,France,En Avant de Guingamp,72,72,950000,5000
168930,Omar Ramos,Julián Omar Ramos Suárez,31,1988-01-26,176,67,Spain,Real Oviedo,72,72,2700000,9000
169345,M. Suttner,Markus Suttner,32,1987-04-16,179,74,Austria,Fortuna Düsseldorf,72,72,1900000,19000
169386,S. Floccari,Sergio Floccari,37,1981-11-12,180,79,Italy,SPAL,72,72,1100000,9000
169596,R. Shawcross,Ryan Shawcross,31,1987-10-04,191,76,England,Stoke City,72,72,2300000,22000
170039,R. Shotton,Ryan Shotton,30,1988-09-30,191,84,England,Middlesbrough,72,72,2500000,22000
171087,Christian Fernández,Christian Fernández Salas,33,1985-10-15,182,77,Spain,Real Oviedo,72,72,1500000,8000
172013,De la Bella,Alberto De La Bella Madureño,33,1985-12-02,182,79,Spain,UD Las Palmas,72,72,1400000,8000
172077,J. Basanta,José María Basanta,35,1984-04-03,188,78,Argentina,Monterrey,72,72,950000,18000
172317,David Fernández,David Fernández Cortázar,34,1985-04-06,186,81,Spain,AD Alcorcón,72,72,1200000,7000
172649,O. Kaya,Onur Kaya,33,1986-04-20,167,69,Belgium,KV Mechelen,72,72,1900000,11000
172882,P. Kone,Panagiotis Giorgios Kone,31,1987-07-26,182,75,Greece,Western United FC,72,72,2700000,3000
173132,F. Dionisi,Federico Dionisi,32,1987-06-16,179,68,Italy,Frosinone,72,72,2500000,4000
173162,F. Ceravolo,Fabio Giovanni Ceravolo,32,1987-03-05,180,73,Italy,Parma,72,72,2500000,30000
173370,B. Feilhaber,Benny Feilhaber,34,1985-01-19,175,74,United States,Sporting Kansas City,72,72,1500000,7000
175391,Mateus,Mateus Galiano da Costa,35,1984-06-19,176,75,Angola,Boavista FC,72,72,1400000,4000
175932,R. De Laet,Ritchie De Laet,30,1988-11-28,186,77,Belgium,Royal Antwerp FC,72,72,2500000,9000
176345,Kwoun Sun Tae,권순태 权纯泰,34,1984-09-11,184,85,Korea Republic,Kashima Antlers,72,72,1400000,6000
176346,Choi Chul Soon,최철순 崔喆淳,32,1987-02-08,175,68,Korea Republic,Jeonbuk Hyundai Motors,72,72,1900000,8000
176619,A. Ramos,Gustavo Adrián Ramos Vásquez,33,1986-01-22,186,78,Colombia,Granada CF,72,72,2000000,16000
176841,L. Jutkiewicz,Lukas Jutkiewicz,30,1989-03-28,185,77,England,Birmingham City,72,72,3000000,12000
176903,M. Iturra,Manuel Rolando Iturra Urrutia,35,1984-06-23,174,73,Chile,Deportes Iquique,72,72,975000,2000
177522,Suso Santana,Jesús Manuel  Santana Abreu,34,1985-03-02,172,62,Spain,CD Tenerife,72,72,1600000,8000
177782,H. Özmert,Hakan Özmert,34,1985-06-03,183,80,Turkey,Antalyaspor,72,72,1200000,12000
177790,A. Jędrzejczyk,Artur Jędrzejczyk,31,1987-11-04,189,78,Poland,Legia Warszawa,72,72,2300000,7000
178087,Bueno,Alberto  Bueno Calvo,31,1988-03-20,179,67,Spain,Boavista FC,72,72,2700000,6000
178171,Sergio Sánchez,Sergio Sánchez Ortega,33,1986-04-03,185,84,Spain,Cádiz CF,72,72,1500000,7000
178393,A. Cerci,Alessio Cerci,31,1987-07-23,180,78,Italy,US Salernitana 1919,72,72,2700000,4000
178475,D. Ciofani,Daniel Ciofani,33,1985-07-31,190,82,Italy,US Cremonese,72,72,2000000,4000
178571,Bracali,Rafael Wihby Bracalli,38,1981-05-05,185,80,Brazil,Boavista FC,72,72,325000,3000
178600,U. Demirok,Uğur Demirok,30,1988-07-08,190,85,Turkey,Atiker Konyaspor,72,72,2500000,12000
179565,M. Gavranović,Mario Gavranović,29,1989-11-24,175,76,Switzerland,Dinamo Zagreb,72,72,3100000,1000
179891,M. Heller,Marcel Heller,33,1986-02-12,176,70,Germany,SV Darmstadt 98,72,72,1900000,15000
179972,E. Derdiyok,Eren Derdiyok,31,1988-06-12,191,92,Switzerland,Göztepe SK,72,72,2800000,19000
180281,Fernandinho Silva,Luiz Fernando Pereira da Silva,33,1985-11-25,171,70,Brazil,Chongqing Dangdai Lifan FC SWM Team,72,72,1900000,8000
180754,K. Nakamura,中村 宪剛,38,1980-10-31,175,66,Japan,Kawasaki Frontale,72,72,1000000,6000
180818,D. McGoldrick,David McGoldrick,31,1987-11-29,183,74,Republic of Ireland,Sheffield United,72,72,2800000,26000
181256,M. Kozáčik,Matúš Kozáčik,35,1983-12-27,193,88,Slovakia,Viktoria Plzeň,72,72,850000,1000
181375,M. Martins,Marcelo Martins Moreno,32,1987-06-18,187,82,Bolivia,Bolivia,72,72,0,0
181479,A. Wilkinson,Alex Wilkinson,34,1984-08-13,187,85,Australia,Sydney FC,72,72,1200000,7000
182343,Hao Junmin,蒿俊闵,32,1987-03-24,178,78,China PR,Shandong Luneng TaiShan FC,72,72,2400000,14000
182411,Yu Hanchao,汉超于,32,1987-02-25,178,65,China PR,Guangzhou Evergrande Taobao FC,72,72,2400000,17000
182435,M. Langerak,Mitchell Langerak,30,1988-08-22,193,84,Australia,Nagoya Grampus,72,72,2100000,5000
183068,C. Beauvue,Claudio Beauvue,31,1988-04-16,174,66,France,RC Celta,72,72,2800000,17000
183177,L. Barrios,Lucas Barrios,34,1984-11-13,188,84,Paraguay,Club Atlético Huracán,72,72,1600000,14000
183211,M. Škoda,Milan Škoda,33,1986-01-16,190,86,Czech Republic,SK Slavia Praha,72,72,2000000,1000
183220,J. Morávek,Jan Morávek,29,1989-11-01,180,77,Czech Republic,FC Augsburg,72,72,3000000,18000
183287,F. Lemoine,Fabien Lemoine,32,1987-03-16,175,70,France,FC Lorient,72,72,2000000,6000
183361,A. Weber,Anthony Weber,32,1987-06-11,190,82,France,Stade Malherbe Caen,72,72,2000000,7000
183567,E. Mulder,Erwin Mulder,30,1989-03-03,193,88,Netherlands,Swansea City,72,72,2100000,15000
183955,T. Chevalier,Teddy Chevalier,32,1987-06-28,178,77,France,Valenciennes FC,72,72,2400000,6000
183982,N. Roux,Nolan Roux,31,1988-03-01,182,78,France,En Avant de Guingamp,72,72,2800000,8000
184136,Orlando Sá,Orlando Carlos Braga de Sá,31,1988-05-26,188,85,Portugal,Standard de Liège,72,72,2800000,13000
184139,Ricardo Ferreira,Ricardo Abel Barbosa Ferreira,29,1989-12-03,188,82,Portugal,Portimonense SC,72,72,2200000,5000
184220,M. Diskerud,Mix Diskerud,28,1990-10-02,184,73,United States,Ulsan Hyundai FC,72,72,3100000,7000
185010,M. Pazdan,Michał Pazdan,31,1987-09-21,181,78,Poland,MKE Ankaragücü,72,72,2300000,15000
185144,M. Coda,Massimo Coda,30,1988-11-10,184,72,Italy,Benevento,72,72,3000000,5000
185260,D. Kadah,Deniz Kadah,33,1986-03-02,188,80,Turkey,Göztepe SK,72,72,1900000,18000
185394,V. Forren,Vegard Forren,31,1988-02-16,186,88,Norway,Molde FK,72,72,2300000,6000
185427,O. Nyland,Ørjan  Håskjold Nyland,28,1990-09-10,192,90,Norway,Aston Villa,72,72,2300000,28000
186347,M. Rybus,Maciej Rybus,29,1989-08-19,173,75,Poland,Lokomotiv Moscow,72,72,2600000,1000
186385,A. Clayton,Adam Clayton,30,1989-01-14,175,75,England,Middlesbrough,72,72,2600000,22000
186567,K. Adénon,Abdul Khaled Akiola Adénon,33,1985-07-28,180,72,Benin,Al Wehda,72,72,1500000,17000
186598,K. Naughton,Kyle Naughton,30,1988-11-11,180,73,England,Swansea City,72,72,2500000,19000
186651,G. Vural,Güray Vural,31,1988-06-11,177,65,Turkey,Gazişehir Gaziantep F.K.,72,72,2200000,10000
186681,Alberto,Alberto García Cabrera,34,1985-02-09,182,77,Spain,Rayo Vallecano,72,72,1400000,5000
186783,A. Adomah,Albert Danquah Adomah,31,1987-12-13,182,74,Ghana,Nottingham Forest,72,72,2700000,30000
186805,J. Montero,Jefferson Antonio Montero Vite,29,1989-09-01,173,70,Ecuador,Birmingham City,72,72,3000000,12000
186941,R. Wolf,Raphael Wolf,31,1988-06-06,190,86,Germany,Fortuna Düsseldorf,72,72,2000000,15000
187084,M. Diouf,Mame Biram Diouf,31,1987-12-16,185,79,Senegal,Stoke City,72,72,2800000,26000
187478,J. Pereira,Jair Pereira Rodríguez,32,1986-07-07,183,80,Mexico,Querétaro,72,72,2000000,8000
188000,Sandro Manoel,Sandro Manoel dos Santos,30,1988-07-23,176,77,Brazil,Al Taawoun,72,72,2600000,16000
188070,R. Vargas,Ronald Alejandro Vargas Aranguren,32,1986-12-02,174,70,Venezuela,KV Oostende,72,72,2400000,12000
188124,Simao Mate,Simão Mate Júnior,30,1988-07-23,178,76,Mozambique,Vegalta Sendai,72,72,2600000,4000
188157,L. Immers,Lex Immers,33,1986-06-08,187,78,Netherlands,ADO Den Haag,72,72,1800000,8000
188269,R. Gutiérrez,Roberto Carlos Gutiérrez Gamboa,36,1983-04-18,177,76,Chile,CD Palestino,72,72,1100000,3000
188334,F. Cacciatore,Fabrizio Cacciatore,32,1986-10-08,182,85,Italy,Cagliari,72,72,1900000,20000
188335,A. Budimir,Ante Budimir,27,1991-07-22,190,75,Croatia,RCD Mallorca,72,72,3300000,19000
188416,S. Wuytens,Stijn Wuytens,29,1989-10-08,183,74,Belgium,AZ Alkmaar,72,72,2600000,8000
188499,M. Iori,Manuel Iori,37,1982-03-12,182,72,Italy,Cittadella,72,72,975000,2000
188506,R. Meggiorini,Riccardo Meggiorini,33,1985-09-04,182,78,Italy,Chievo Verona,72,72,2000000,5000
188541,P. Schiattarella,Pasquale Schiattarella,32,1987-05-30,178,73,Italy,Benevento,72,72,2400000,4000
188616,M. Sau,Marco Sau,31,1987-11-03,169,65,Italy,Benevento,72,72,2800000,5000
188871,L. Kozák,Libor Kozák,30,1989-05-30,193,88,Czech Republic,Sparta Praha,72,72,3000000,1000
188930,Laure,Laureano Sanabria Ruiz,34,1985-03-22,171,68,Spain,AD Alcorcón,72,72,1100000,7000
188949,L. Siligardi,Luca Siligardi,31,1988-01-26,180,72,Italy,Parma,72,72,2700000,30000
189118,Thiago Cionek,Thiago Rangel Cionek,33,1986-04-21,183,80,Poland,SPAL,72,72,1500000,10000
189342,C. Pinsoglio,Carlo Pinsoglio,29,1990-03-16,194,85,Italy,Juventus,72,72,2200000,44000
189397,F. Jungwirth,Florian Jungwirth,30,1989-01-27,181,80,Germany,San Jose Earthquakes,72,72,2500000,6000
189436,L. Ariaudo,Lorenzo Ariaudo,30,1989-06-11,186,79,Italy,Frosinone,72,72,2500000,3000
189485,Diego Farías,Diego Farías da Silva,29,1990-05-10,173,66,Brazil,Lecce,72,72,3100000,15000
189557,A. Rispoli,Andrea Rispoli,30,1988-09-29,188,83,Italy,Lecce,72,72,2500000,12000
189661,Álvaro,Álvaro Giménez Candela,28,1991-05-19,183,83,Spain,Birmingham City,72,72,3200000,13000
189680,Fábio,Fábio Pereira da Silva,28,1990-07-09,172,74,Brazil,FC Nantes,72,72,2700000,17000
189707,Da Costa,Angelo Esmael da Costa Júnior,35,1983-11-12,186,81,Brazil,Bologna,72,72,850000,10000
189715,M. Vejinović,Marko Vejinović,29,1990-02-03,186,76,Netherlands,AZ Alkmaar,72,72,3000000,9000
189723,S. Armenteros,Kristiano Samuel Armenteros Nunez Mendoza Jansson,29,1990-05-27,181,80,Sweden,Benevento,72,72,3100000,5000
189923,C. Nhamoinesu,Costa Nhamoinesu,33,1986-01-06,184,81,Zimbabwe,Sparta Praha,72,72,1500000,1000
189945,Y. Ravet,Yoric Ravet,29,1989-09-12,178,79,France,SC Freiburg,72,72,3000000,18000
190084,P. Tachtsidis,Panagiotis Tachtsidis,28,1991-02-15,191,86,Greece,Lecce,72,72,3100000,14000
190356,Guedes,Hélder Tiago  Pinto Moura Guedes,32,1987-05-07,184,78,Portugal,Vitória de Setúbal,72,72,2500000,6000
190424,E. Adu,Enock Kofi Adu,28,1990-09-14,178,67,Ghana,AIK,72,72,3100000,8000
190430,J. Bennett,Joe Bennett,29,1990-03-28,178,74,England,Cardiff City,72,72,2600000,20000
190560,O. Gonzalez,Omar Alejandro González,30,1988-10-11,196,92,United States,Toronto FC,72,72,2500000,6000
190593,D. Aleksić,Danijel Aleksić,28,1991-04-30,182,75,Serbia,Al Ahli,72,72,3100000,27000
190664,J. Schieber,Julian Schieber,30,1989-02-13,186,83,Germany,FC Augsburg,72,72,3000000,19000
190671,M. Frantz,Mike Frantz,32,1986-10-14,182,82,Germany,SC Freiburg,72,72,2400000,17000
190772,M. Besler,Matt Besler,32,1987-02-11,183,77,United States,Sporting Kansas City,72,72,2000000,6000
190942,K. Hansen,Kian Hansen,30,1989-03-03,184,74,Denmark,FC Nordsjælland,72,72,2500000,9000
191269,S. Al Faraj,Salman Mohammed Al Faraj,29,1989-08-01,181,64,Saudi Arabia,Al Hilal,72,72,3000000,27000
191388,T. Usami,宇佐美 貴史,27,1992-05-06,178,69,Japan,Gamba Osaka,72,72,3300000,10000
191547,S. Koroki,興梠 慎三,32,1986-07-31,175,72,Japan,Urawa Red Diamonds,72,72,2500000,11000
192026,Souza,Elierce Barbosa de Souza,31,1988-03-08,183,75,Brazil,Cerezo Osaka,72,72,2700000,7000
192128,M. Albornoz,Miiko Martín Albornoz Inola,28,1990-11-30,180,80,Chile,Hannover 96,72,72,2700000,20000
192129,K. Nordfeldt,Kristoffer Nordfeldt,30,1989-06-23,190,85,Sweden,Swansea City,72,72,2100000,15000
192205,R. Krhin,Rene Krhin,29,1990-05-21,189,81,Slovenia,FC Nantes,72,72,2700000,17000
192321,C. Buchtmann,Christopher Buchtmann,27,1992-04-25,175,72,Germany,FC St. Pauli,72,72,3200000,14000
192362,L. Narsingh,Luciano Narsingh,28,1990-09-13,178,69,Netherlands,Feyenoord,72,72,3100000,12000
192540,M. Duffy,Mark Duffy,33,1985-10-07,175,72,England,Stoke City,72,72,1900000,24000
192665,A. Luthe,Andreas Luthe,32,1987-03-10,195,85,Germany,FC Augsburg,72,72,1900000,13000
192778,I. Mboyo,Ilombe Mboyo,32,1987-04-27,186,82,Belgium,KV Kortrijk,72,72,2500000,12000
192904,G. Kashia,Guram Kashia,31,1987-07-04,186,87,Georgia,San Jose Earthquakes,72,72,2300000,6000
193077,D. Falcinelli,Diego Falcinelli,28,1991-06-26,186,75,Italy,Bologna,72,72,3200000,25000
193254,C. Trimmel,Christopher Trimmel,32,1987-02-24,189,82,Austria,1. FC Union Berlin,72,72,1900000,24000
193278,C. Mavinga,Chris Mavinga,28,1991-05-26,185,78,DR Congo,Toronto FC,72,72,2700000,6000
